Session_ID,Student_ID,HRV,Skin_Temperature,Expression_Joy,Expression_Confusion,Steps,Emotion,Engagement_Level,Session_Duration,Learning_Phase,Start_Time,End_Time,Learning_Outcome,HRV_Frequency_Feature,Skin_Temperature_Frequency_Feature,Emotion_Label,Learning_Phase_Label
27.0,181.0,0.4056356240014046,0.4624757362746541,0.6838430547854599,0.6112296781001386,280.0,Boredom,2.0,29.0,Introduction,2024-12-09 10:57:00,2024-12-09 11:15:00,Unsuccessful,51.60395657298918,29.18357083162772,0.0,1.0
28.0,109.0,0.7891518200801837,0.9167517251627402,0.4060253112966495,0.9506900089655138,447.0,Confusion,1.0,29.0,Introduction,2024-12-09 10:24:00,2024-12-09 11:08:00,Unsuccessful,25.18435170551994,19.09028267279657,1.0,1.0
29.0,144.0,-3.0539545626107416,1.941972434111655,0.7720839365417402,0.5915748892268945,626.0,Boredom,2.0,19.0,Conclusion,2024-12-09 10:37:00,2024-12-09 11:25:00,Unsuccessful,8.134708561728702,15.451495106752432,0.0,0.0
30.0,163.0,0.9392024114594364,1.0448878094059817,0.4950866091568788,0.3902938619319751,788.0,Boredom,1.0,16.0,Conclusion,2024-12-09 08:34:00,2024-12-09 08:59:00,Unsuccessful,9.411544601495514,19.834063211238817,0.0,0.0
31.0,112.0,1.7688058704797225,1.965977764324772,0.7002707994170903,0.5059288182977499,477.0,Boredom,2.0,39.0,Practice,2024-12-09 14:55:00,2024-12-09 15:44:00,Unsuccessful,47.58996705751901,10.357699894044517,0.0,2.0
32.0,144.0,0.0686175891453868,-0.4430378362458958,0.3317015637397241,0.7854413290691878,610.0,Happiness,5.0,15.0,Conclusion,2024-12-09 08:26:00,2024-12-09 08:52:00,Unsuccessful,11.048113311310368,57.85532307332348,2.0,0.0
33.0,140.0,-0.2806707076324843,-0.769973924270097,0.3942311548555266,0.344657624323725,544.0,Interest,4.0,28.0,Conclusion,2024-12-09 10:02:00,2024-12-09 10:54:00,Unsuccessful,25.953004310676533,15.937478246781394,3.0,0.0
34.0,167.0,1.299403517105077,0.5702257976502277,0.9851937385633848,0.9275125317916324,951.0,Interest,1.0,59.0,Conclusion,2024-12-09 13:45:00,2024-12-09 14:17:00,Unsuccessful,87.9194981580446,55.03309572592013,3.0,0.0
35.0,104.0,-0.9906147155291049,0.0273922293701256,0.0161264672546253,0.7879325359347171,132.0,Confusion,2.0,21.0,Introduction,2024-12-09 13:22:00,2024-12-09 13:41:00,Unsuccessful,19.004731529918285,26.81917810810677,1.0,1.0
36.0,160.0,0.6307303203785171,-0.5694814849980664,0.9441697580258788,0.915223425207844,228.0,Interest,5.0,46.0,Introduction,2024-12-09 11:57:00,2024-12-09 12:31:00,Successful,15.46381690767304,39.42016552175639,3.0,1.0
37.0,188.0,-0.6504617401664913,-1.242789467141015,0.8780449471233106,0.9659334641880664,763.0,Confusion,3.0,51.0,Practice,2024-12-09 14:32:00,2024-12-09 14:51:00,Unsuccessful,8.894985414253481,19.64035765919716,1.0,2.0
38.0,180.0,-0.5047397420886379,1.0085001435965162,0.9404861906994612,0.7008600877611154,172.0,Confusion,4.0,27.0,Conclusion,2024-12-09 09:35:00,2024-12-09 10:35:00,Unsuccessful,10.026835319105368,56.63875896452937,1.0,0.0
39.0,113.0,0.1053109675334987,-1.173560830355741,0.2224349798113802,0.974520064799314,852.0,Boredom,2.0,29.0,Practice,2024-12-09 12:59:00,2024-12-09 13:31:00,Unsuccessful,11.62365141213976,15.823233881279128,0.0,2.0
40.0,161.0,-0.2410984299142147,0.0669487980390399,0.2152444424868625,0.4301122493662144,591.0,Boredom,2.0,55.0,Introduction,2024-12-09 08:53:00,2024-12-09 09:41:00,Unsuccessful,29.489218308133303,10.552797187596823,0.0,1.0
41.0,169.0,-0.9071735937686628,0.0818072277390139,0.0103720249841425,0.4155056082369028,879.0,Confusion,3.0,25.0,Conclusion,2024-12-09 10:48:00,2024-12-09 11:32:00,Unsuccessful,9.782181393093976,10.700810370834642,1.0,0.0
42.0,154.0,0.6741091185122121,-0.3125537806452768,0.2097616880623712,0.3760204420659345,823.0,Interest,5.0,33.0,Introduction,2024-12-09 13:29:00,2024-12-09 14:20:00,Successful,22.92685640688717,12.992427790459352,3.0,1.0
43.0,142.0,-1.1367780837454222,0.6897463413337823,0.2454552745532376,0.439147332227062,400.0,Confusion,1.0,59.0,Practice,2024-12-09 09:41:00,2024-12-09 10:31:00,Unsuccessful,37.56682177069459,16.9432346780167,1.0,2.0
44.0,139.0,-0.1568629812804128,0.9664330677889073,0.920201482242871,0.6862927127301374,635.0,Boredom,4.0,33.0,Practice,2024-12-09 13:28:00,2024-12-09 13:50:00,Successful,37.01123723562039,12.033393614963456,0.0,2.0
45.0,127.0,-0.2345353078714936,0.1859764444313125,0.465720561114693,0.8267731132439358,838.0,Happiness,5.0,51.0,Practice,2024-12-09 14:33:00,2024-12-09 14:53:00,Successful,7.159325685109615,41.00934050169182,2.0,2.0
46.0,166.0,-0.2207478917460062,0.3849205777708273,0.4676795280231619,0.1009606832622396,492.0,Confusion,3.0,19.0,Conclusion,2024-12-09 13:40:00,2024-12-09 14:27:00,Unsuccessful,61.3870153735238,52.93909019798854,1.0,0.0
47.0,110.0,0.2610024337009027,1.1590139650298132,0.2660709457977694,0.7350933651493992,378.0,Confusion,2.0,30.0,Conclusion,2024-12-09 11:01:00,2024-12-09 11:58:00,Unsuccessful,31.664327031092505,25.640875593775064,1.0,0.0
48.0,131.0,-0.0040079627421825,-2.3571736804147383,0.8747484287864985,0.1061778492554307,778.0,Boredom,3.0,19.0,Introduction,2024-12-09 10:17:00,2024-12-09 10:39:00,Unsuccessful,50.899454065107,34.88291210847728,0.0,1.0
49.0,178.0,0.4015926139471866,1.2926176677786092,0.6748383559747728,0.2556065642475339,253.0,Confusion,1.0,48.0,Introduction,2024-12-09 08:36:00,2024-12-09 09:13:00,Unsuccessful,6.0909979241157295,56.424008390106295,1.0,1.0
50.0,101.0,1.9951129611620395,-0.6503106769513833,0.1160792919949382,0.5826944601509247,227.0,Interest,1.0,24.0,Conclusion,2024-12-09 08:14:00,2024-12-09 08:43:00,Unsuccessful,31.91496081323778,2.850815936701016,3.0,0.0
51.0,165.0,-0.0030301964692206,-3.269995344538506,0.7226712116254826,0.5897881664986613,397.0,Confusion,4.0,39.0,Introduction,2024-12-09 11:30:00,2024-12-09 12:06:00,Successful,38.39241400979834,5.392647118891528,1.0,1.0
52.0,177.0,0.6675982375131063,0.092767614363339,0.3972949200831637,0.4548300448991684,998.0,Boredom,5.0,46.0,Conclusion,2024-12-09 09:39:00,2024-12-09 09:57:00,Successful,12.491201022217664,16.748355010050542,0.0,0.0
53.0,102.0,-0.7879026745885378,0.2343490623439096,0.2132104277041203,0.0617891252496777,813.0,Confusion,3.0,29.0,Introduction,2024-12-09 09:32:00,2024-12-09 10:08:00,Unsuccessful,26.715121598707444,12.711758387429589,1.0,1.0
54.0,131.0,-0.5035666292311918,0.2207324846447637,0.0303195209078429,0.4122672260504522,196.0,Confusion,5.0,42.0,Introduction,2024-12-09 08:54:00,2024-12-09 09:43:00,Successful,12.758413952655772,13.817382802561225,1.0,1.0
55.0,170.0,-1.0896185017869886,-0.8066721735547451,0.0573357957587189,0.3837837597772424,459.0,Interest,3.0,57.0,Practice,2024-12-09 13:46:00,2024-12-09 14:15:00,Unsuccessful,36.72178645397849,24.49926789175927,3.0,2.0
56.0,192.0,0.0411483269240496,0.0320242555024489,0.549034101853296,0.6879404950824463,225.0,Happiness,5.0,17.0,Practice,2024-12-09 13:23:00,2024-12-09 14:08:00,Unsuccessful,58.40574623643744,38.92928796890751,2.0,2.0
57.0,138.0,-1.4573937553119436,-0.594669506960706,0.0325276357322457,0.7728583353566022,315.0,Boredom,1.0,36.0,Conclusion,2024-12-09 10:24:00,2024-12-09 10:56:00,Unsuccessful,67.75388705824018,7.885201816959261,0.0,0.0
58.0,122.0,0.6188957087048083,-0.6732864737093927,0.0457883445725716,0.3596444273620945,417.0,Happiness,1.0,52.0,Introduction,2024-12-09 10:32:00,2024-12-09 11:28:00,Unsuccessful,36.366723549314806,56.75569306785399,2.0,1.0
59.0,190.0,0.4928138277611008,-0.1139173737235813,0.9617905468480208,0.6346203032923784,149.0,Boredom,3.0,25.0,Practice,2024-12-09 09:31:00,2024-12-09 10:19:00,Unsuccessful,18.195588484485647,57.56640566786879,0.0,2.0
60.0,121.0,-0.4397352408361721,-0.9526628849230632,0.5130748990169055,0.5298007264641663,542.0,Interest,2.0,26.0,Conclusion,2024-12-09 14:52:00,2024-12-09 15:48:00,Unsuccessful,47.70805498190855,47.39671158100879,3.0,0.0
61.0,198.0,0.3411969358221587,0.3672597177096238,0.2012556325044904,0.3766588119352788,823.0,Boredom,5.0,39.0,Conclusion,2024-12-09 08:09:00,2024-12-09 08:29:00,Successful,39.03739069881608,32.497661479886155,0.0,0.0
62.0,195.0,-0.1943533113595499,0.8704362056618485,0.7001234392286642,0.8687960929341899,304.0,Boredom,4.0,21.0,Practice,2024-12-09 14:39:00,2024-12-09 15:07:00,Unsuccessful,22.03657672902696,29.325212725566843,0.0,2.0
63.0,124.0,-0.5012503420506307,-1.0178438324423469,0.0771084010517868,0.4264752385717395,734.0,Interest,3.0,44.0,Conclusion,2024-12-09 08:43:00,2024-12-09 09:37:00,Unsuccessful,25.62010075439705,33.240774251519326,3.0,0.0
64.0,152.0,1.269725399767181,1.0391737924464877,0.1547673478686067,0.343924801492031,166.0,Boredom,5.0,52.0,Conclusion,2024-12-09 14:39:00,2024-12-09 15:18:00,Successful,24.39668983314164,28.599014717863437,0.0,0.0
65.0,104.0,-0.0491486908145945,-2.046959877712329,0.9252271162062852,0.2894990663007858,643.0,Happiness,4.0,19.0,Practice,2024-12-09 10:07:00,2024-12-09 11:06:00,Unsuccessful,54.40447565321983,30.20966140305604,2.0,2.0
66.0,172.0,-0.2755405691955128,-0.5004438735351032,0.5659367236978298,0.3419729403568354,110.0,Interest,2.0,38.0,Practice,2024-12-09 10:05:00,2024-12-09 10:29:00,Unsuccessful,21.462166139943378,34.49658825128549,3.0,2.0
67.0,174.0,0.7436562691426889,0.9669245233023508,0.4624017648402519,0.6739024878886213,220.0,Boredom,3.0,55.0,Practice,2024-12-09 14:42:00,2024-12-09 15:16:00,Unsuccessful,28.42946244527813,21.551446480549053,0.0,2.0
68.0,129.0,1.0555156939133474,-2.4276141167167533,0.6079851794863789,0.2820640594635697,913.0,Boredom,4.0,34.0,Conclusion,2024-12-09 09:57:00,2024-12-09 10:27:00,Successful,4.423819408547723,52.08224827422636,0.0,0.0
69.0,146.0,-1.4399355831866114,-1.077752615081858,0.4082385709696048,0.8241755933022493,390.0,Interest,2.0,51.0,Conclusion,2024-12-09 12:41:00,2024-12-09 13:31:00,Unsuccessful,12.669177315019851,39.404242872529686,3.0,0.0
70.0,180.0,-1.8101926780341837,-0.6186284736762612,0.1771052497616998,0.4800323653215101,300.0,Boredom,5.0,42.0,Conclusion,2024-12-09 12:34:00,2024-12-09 12:53:00,Successful,45.47823198059717,12.095324280240398,0.0,0.0
71.0,101.0,-0.1357679629702257,-0.0300616893741609,0.6173060632793047,0.8727856356947855,822.0,Happiness,1.0,24.0,Introduction,2024-12-09 14:56:00,2024-12-09 15:31:00,Unsuccessful,48.36079335204152,32.51118269622333,2.0,1.0
72.0,139.0,0.7244117197477368,0.6940496710955858,0.137662570654246,0.8278505766201752,855.0,Interest,5.0,21.0,Conclusion,2024-12-09 09:44:00,2024-12-09 10:01:00,Unsuccessful,3.958104595267253,20.32503301986867,3.0,0.0
73.0,193.0,0.033239968287222,-0.0964547815119852,0.9448074988853976,0.9544449535438062,264.0,Confusion,3.0,51.0,Practice,2024-12-09 14:21:00,2024-12-09 14:41:00,Unsuccessful,20.805356556541263,40.40215389646451,1.0,2.0
74.0,147.0,0.4384423224135108,-0.3431676370522355,0.8877818588869856,0.8824493428892046,123.0,Interest,3.0,17.0,Practice,2024-12-09 14:05:00,2024-12-09 14:25:00,Unsuccessful,55.5002063419597,35.11512063159801,3.0,2.0
75.0,103.0,0.894254109493667,3.7743116704857673,0.440801021571124,0.0971443722120477,766.0,Boredom,5.0,17.0,Practice,2024-12-09 08:04:00,2024-12-09 08:25:00,Unsuccessful,27.323782765210897,41.2041953770757,0.0,2.0
76.0,116.0,-1.2325640573765069,0.7449079040974538,0.8389958186565606,0.8194656131065954,478.0,Confusion,2.0,50.0,Introduction,2024-12-09 09:13:00,2024-12-09 09:31:00,Unsuccessful,14.550739478573943,36.7700722616133,1.0,1.0
77.0,165.0,-0.0344587783609724,-0.3566346251928584,0.6381112128508472,0.0063058704019939,935.0,Happiness,4.0,34.0,Conclusion,2024-12-09 12:20:00,2024-12-09 13:20:00,Successful,14.154918446612047,77.26676268897869,2.0,0.0
78.0,157.0,-0.1674981761066593,0.5552705263907528,0.8379439155958173,0.7986949692427059,988.0,Interest,3.0,51.0,Introduction,2024-12-09 13:27:00,2024-12-09 14:21:00,Unsuccessful,71.62416069192079,30.32247374990504,3.0,1.0
79.0,146.0,-0.3114748149624355,-0.5001199990001709,0.7725185382577089,0.7626904976782775,371.0,Happiness,1.0,17.0,Conclusion,2024-12-09 10:30:00,2024-12-09 11:07:00,Unsuccessful,41.486382219554976,35.55310651206004,2.0,0.0
80.0,166.0,-1.2028160759012605,0.846718077866248,0.9292185940272496,0.355107919200572,370.0,Boredom,3.0,29.0,Conclusion,2024-12-09 10:45:00,2024-12-09 11:15:00,Unsuccessful,61.06154979152136,41.77133163214887,0.0,0.0
81.0,101.0,0.2705263498750478,-0.424833952392346,0.5932290817032617,0.5463779514451793,217.0,Interest,4.0,40.0,Introduction,2024-12-09 10:27:00,2024-12-09 10:56:00,Successful,45.31405142296958,45.51304131200365,3.0,1.0
82.0,196.0,-0.2888431675222742,1.6491783004403775,0.8218980847353642,0.5794797196156667,684.0,Boredom,1.0,51.0,Introduction,2024-12-09 09:56:00,2024-12-09 10:37:00,Unsuccessful,41.281133582420686,36.39280252256048,0.0,1.0
83.0,148.0,1.8580807134317971,-1.107325927916673,0.4614265890038074,0.4570649290892767,667.0,Happiness,4.0,48.0,Introduction,2024-12-09 12:37:00,2024-12-09 13:34:00,Successful,15.394890576277035,33.137311779112984,2.0,1.0
84.0,171.0,-1.934004016931172,-0.9784189233675692,0.5759298315241279,0.2248828956792372,294.0,Confusion,4.0,24.0,Practice,2024-12-09 10:02:00,2024-12-09 10:54:00,Unsuccessful,32.78862985701792,34.21269086558276,1.0,2.0
85.0,166.0,-1.260654232729392,0.861933269017361,0.4633558817791462,0.970837601224118,955.0,Interest,5.0,42.0,Practice,2024-12-09 13:42:00,2024-12-09 14:27:00,Successful,26.38663058280848,33.594297868087416,3.0,2.0
86.0,111.0,-0.4603172958234604,-1.3072322118564217,0.2498801966494392,0.1863545854444077,730.0,Confusion,2.0,16.0,Practice,2024-12-09 08:25:00,2024-12-09 09:11:00,Unsuccessful,15.556611216639004,47.907425535537314,1.0,2.0
87.0,168.0,-0.4194937497884273,-0.9483213950748466,0.1700910208038591,0.1776656209969843,265.0,Happiness,3.0,46.0,Introduction,2024-12-09 09:55:00,2024-12-09 10:12:00,Unsuccessful,70.63792423917062,32.15727579317502,2.0,1.0
88.0,151.0,0.6983727772889406,1.735266006882815,0.9702203495004138,0.2628371026546595,894.0,Interest,3.0,19.0,Introduction,2024-12-09 09:57:00,2024-12-09 10:31:00,Unsuccessful,27.578754138032377,15.996589793231902,3.0,1.0
89.0,171.0,-2.4524755261960816,0.4273949464301461,0.3069210813533708,0.3797001024797857,933.0,Interest,4.0,57.0,Conclusion,2024-12-09 08:23:00,2024-12-09 09:21:00,Successful,32.01146445741507,23.57804168232489,3.0,0.0
90.0,143.0,0.0953711799881768,1.935116139567532,0.1474884618652352,0.5852365650749349,746.0,Happiness,3.0,57.0,Practice,2024-12-09 08:39:00,2024-12-09 09:26:00,Unsuccessful,48.695769579305896,8.841935553807383,2.0,2.0
91.0,177.0,0.1514764431205698,1.0619865895597709,0.8706411457339267,0.469987115639533,764.0,Boredom,2.0,46.0,Conclusion,2024-12-09 12:18:00,2024-12-09 12:33:00,Unsuccessful,53.71603050157662,49.11121912220289,0.0,0.0
92.0,175.0,-0.3662379776243755,-0.767572996857387,0.954079077739329,0.4452941751828454,893.0,Interest,3.0,35.0,Introduction,2024-12-09 08:39:00,2024-12-09 09:13:00,Unsuccessful,65.05558553151107,15.28753956169248,3.0,1.0
93.0,178.0,0.397056404058327,-0.6346924416812826,0.933381607127953,0.5075892074786926,274.0,Interest,4.0,44.0,Introduction,2024-12-09 13:14:00,2024-12-09 13:59:00,Successful,37.74770744948021,42.77743667979176,3.0,1.0
94.0,139.0,1.483514749062412,0.8128074622054374,0.2824737211719911,0.6934666927823979,305.0,Boredom,3.0,29.0,Practice,2024-12-09 12:26:00,2024-12-09 13:15:00,Unsuccessful,17.00672947114907,19.48449772559088,0.0,2.0
95.0,131.0,-0.7926800448357798,-0.6910348541095087,0.9194442742800027,0.0822605111399482,654.0,Interest,5.0,41.0,Conclusion,2024-12-09 12:51:00,2024-12-09 13:07:00,Successful,17.76149515232017,53.97010912583456,3.0,0.0
96.0,160.0,0.539666920372343,-0.5155479973477731,0.8139253805395065,0.3376993134235553,538.0,Confusion,5.0,55.0,Practice,2024-12-09 08:19:00,2024-12-09 08:58:00,Successful,24.06938461887608,15.133031067032322,1.0,2.0
97.0,199.0,0.4730797944872433,0.3112326016100204,0.4415644657490926,0.6090499399000173,813.0,Interest,3.0,39.0,Conclusion,2024-12-09 12:08:00,2024-12-09 12:27:00,Unsuccessful,52.63890279212393,11.378272310911324,3.0,0.0
98.0,154.0,-0.6787167060057351,0.9265266806298,0.9829210069058728,0.3215583029650621,998.0,Happiness,5.0,56.0,Introduction,2024-12-09 09:59:00,2024-12-09 10:47:00,Successful,38.55570251384392,19.170061620231827,2.0,1.0
99.0,159.0,-0.9147684065145084,-1.5276926130243864,0.2186308941044696,0.5424383150936911,689.0,Confusion,1.0,58.0,Conclusion,2024-12-09 11:08:00,2024-12-09 11:49:00,Unsuccessful,26.81018874540908,8.897887744939357,1.0,0.0
100.0,102.0,1.47121552363098,-0.3001934236365136,0.757596270984134,0.5581644196390795,896.0,Happiness,4.0,48.0,Conclusion,2024-12-09 12:43:00,2024-12-09 13:37:00,Successful,46.732252887715525,16.430828211204002,2.0,0.0
101.0,119.0,0.8300212289767089,-1.8796099064992453,0.1137775251650411,0.0147568631547693,699.0,Boredom,1.0,31.0,Introduction,2024-12-09 12:00:00,2024-12-09 12:32:00,Unsuccessful,41.54377912903343,16.25317095373747,0.0,1.0
102.0,142.0,0.3192480656431954,-0.3582850590415537,0.687310790321682,0.511443864940988,820.0,Confusion,1.0,47.0,Conclusion,2024-12-09 13:26:00,2024-12-09 13:53:00,Unsuccessful,21.49848244389513,20.287800805130008,1.0,0.0
103.0,120.0,-0.3594874816446641,-0.5283116450353765,0.4091371021369442,0.558550144396439,861.0,Interest,2.0,49.0,Introduction,2024-12-09 09:13:00,2024-12-09 10:04:00,Unsuccessful,14.619638549997246,23.3359702050082,3.0,1.0
104.0,103.0,-0.6654981782882727,0.5246095533877214,0.932009916385668,0.4965412895738892,598.0,Boredom,5.0,26.0,Introduction,2024-12-09 09:24:00,2024-12-09 10:16:00,Unsuccessful,62.17751837602049,33.07909771149468,0.0,1.0
105.0,130.0,-1.6291307042295395,0.3239175577255084,0.1900965592924157,0.1338866543374275,154.0,Boredom,5.0,20.0,Practice,2024-12-09 11:11:00,2024-12-09 11:41:00,Unsuccessful,6.482806732075708,11.396690834179829,0.0,2.0
106.0,169.0,2.346162809105363,0.375521389145668,0.9287990683670456,0.4659983992473161,672.0,Happiness,5.0,31.0,Conclusion,2024-12-09 11:08:00,2024-12-09 11:49:00,Successful,28.074527323783474,25.3475736724983,2.0,0.0
107.0,154.0,0.6902410289563919,0.522674925988172,0.4932681806882441,0.1421525810774397,855.0,Boredom,5.0,45.0,Practice,2024-12-09 11:56:00,2024-12-09 12:31:00,Successful,8.88653039033376,77.45451131938376,0.0,2.0
108.0,181.0,-1.1776402002357382,-0.2297804494029019,0.5212752899862718,0.4860165486251377,599.0,Interest,3.0,53.0,Introduction,2024-12-09 11:03:00,2024-12-09 11:57:00,Unsuccessful,46.035276395951485,4.0706915809416495,3.0,1.0
109.0,163.0,-0.1028513258109992,-0.4920334035153479,0.3009796919108537,0.8276603574017013,859.0,Happiness,1.0,50.0,Practice,2024-12-09 14:24:00,2024-12-09 15:00:00,Unsuccessful,6.966397546408771,70.5916559350779,2.0,2.0
110.0,156.0,0.1711496116840567,0.5233756848774538,0.3717503651351608,0.79131658721501,679.0,Interest,4.0,42.0,Conclusion,2024-12-09 09:37:00,2024-12-09 10:14:00,Successful,11.274209578163989,29.76710543141981,3.0,0.0
111.0,108.0,1.0180212771673969,1.2792384099324918,0.579687483117282,0.8523999075251951,775.0,Happiness,3.0,33.0,Conclusion,2024-12-09 09:14:00,2024-12-09 09:35:00,Unsuccessful,17.96153857950264,49.88234310144868,2.0,0.0
